PA14,F22031,F23197,F30658,F34365,F5677,F63912,F9670,H27930,H47921,H5708,M1608,M37351,M55212,M74707,PA7,PAO1,S86968,T38079,T52373,T6313,T63266,W16407,W25637,W36662,W45909,W60856,W70332,W91453,X78812,X9820
fig|287.6656.peg.1791,fig|287.6613.peg.1830,fig|287.6611.peg.1748,fig|287.6614.peg.1838,fig|287.6616.peg.1791,fig|287.6612.peg.1897,fig|287.6618.peg.1785,fig|287.6615.peg.1769,fig|287.6617.peg.1780,fig|287.6621.peg.1881,fig|287.6619.peg.1724,fig|287.6622.peg.4254,fig|287.6623.peg.4723,fig|287.6624.peg.1837,fig|287.6625.peg.1823,fig|287.6657.peg.1818,fig|287.6655.peg.3460,fig|287.6631.peg.1860,fig|287.6628.peg.1755,fig|287.6632.peg.1731,fig|287.6629.peg.1871,fig|287.6635.peg.1735,fig|287.6633.peg.1912,fig|287.6634.peg.1842,fig|287.6637.peg.1922,fig|287.6636.peg.1825,fig|287.6620.peg.2325,fig|287.6630.peg.1746,fig|287.6639.peg.1839,fig|287.6638.peg.1754,fig|287.6627.peg.1716
fig|287.6656.peg.1792,fig|287.6613.peg.1831,fig|287.6611.peg.1749,fig|287.6614.peg.1839,fig|287.6616.peg.1792,fig|287.6612.peg.1898,fig|287.6618.peg.1786,fig|287.6615.peg.1770,fig|287.6617.peg.1781,fig|287.6621.peg.1882,fig|287.6619.peg.1725,fig|287.6622.peg.4253,fig|287.6623.peg.4722,fig|287.6624.peg.1838,fig|287.6625.peg.1824,fig|287.6657.peg.1819,fig|287.6655.peg.3459,fig|287.6631.peg.1861,fig|287.6628.peg.1756,fig|287.6632.peg.1732,fig|287.6629.peg.1872,fig|287.6635.peg.1736,fig|287.6633.peg.1913,fig|287.6634.peg.1843,fig|287.6637.peg.1923,fig|287.6636.peg.1826,fig|287.6620.peg.2326,fig|287.6630.peg.1747,fig|287.6639.peg.1840,fig|287.6638.peg.1755,fig|287.6627.peg.1717
fig|287.6656.peg.1793,fig|287.6613.peg.1832,fig|287.6611.peg.1750,fig|287.6614.peg.1840,fig|287.6616.peg.1793,fig|287.6612.peg.1899,fig|287.6618.peg.1787,fig|287.6615.peg.1771,fig|287.6617.peg.1782,fig|287.6621.peg.1883,fig|287.6619.peg.1726,fig|287.6622.peg.4252,fig|287.6623.peg.4721,fig|287.6624.peg.1839,fig|287.6625.peg.1825,fig|287.6657.peg.1820,fig|287.6655.peg.3458,fig|287.6631.peg.1862,fig|287.6628.peg.1757,fig|287.6632.peg.1733,fig|287.6629.peg.1873,fig|287.6635.peg.1737,fig|287.6633.peg.1914,fig|287.6634.peg.1844,fig|287.6637.peg.1924,fig|287.6636.peg.1827,fig|287.6620.peg.2327,fig|287.6630.peg.1748,fig|287.6639.peg.1841,fig|287.6638.peg.1756,fig|287.6627.peg.1718
fig|287.6656.peg.1794,fig|287.6613.peg.1833,fig|287.6611.peg.1751,fig|287.6614.peg.1841,fig|287.6616.peg.1794,fig|287.6612.peg.1900,fig|287.6618.peg.1788,fig|287.6615.peg.1772,fig|287.6617.peg.1783,fig|287.6621.peg.1885,fig|287.6619.peg.1727,fig|287.6622.peg.4251,fig|287.6623.peg.4720,fig|287.6624.peg.1840,fig|287.6625.peg.1826,fig|287.6657.peg.1821,fig|287.6655.peg.3457,fig|287.6631.peg.1863,fig|287.6628.peg.1758,fig|287.6632.peg.1734,fig|287.6629.peg.1874,fig|287.6635.peg.1738,fig|287.6633.peg.1915,fig|287.6634.peg.1845,fig|287.6637.peg.1925,fig|287.6636.peg.1828,fig|287.6620.peg.2328,fig|287.6630.peg.1749,fig|287.6639.peg.1842,fig|287.6638.peg.1757,fig|287.6627.peg.1719
fig|287.6656.peg.1795,fig|287.6613.peg.1834,fig|287.6611.peg.1752,fig|287.6614.peg.1842,fig|287.6616.peg.1795,fig|287.6612.peg.1901,fig|287.6618.peg.1789,fig|287.6615.peg.1773,fig|287.6617.peg.1784,fig|287.6621.peg.1886,fig|287.6619.peg.1728,fig|287.6622.peg.4250,fig|287.6623.peg.4719,fig|287.6624.peg.1841,fig|287.6625.peg.1827,fig|287.6657.peg.1822,fig|287.6655.peg.3456,fig|287.6631.peg.1864,fig|287.6628.peg.1759,fig|287.6632.peg.1735,fig|287.6629.peg.1875,fig|287.6635.peg.1739,fig|287.6633.peg.1916,fig|287.6634.peg.1846,fig|287.6637.peg.1926,fig|287.6636.peg.1829,fig|287.6620.peg.2329,fig|287.6630.peg.1750,fig|287.6639.peg.1843,fig|287.6638.peg.1758,fig|287.6627.peg.1720
fig|287.6656.peg.1796,fig|287.6613.peg.1835,fig|287.6611.peg.1753,fig|287.6614.peg.1843,fig|287.6616.peg.1796,fig|287.6612.peg.1902,fig|287.6618.peg.1790,fig|287.6615.peg.1774,fig|287.6617.peg.1785,fig|287.6621.peg.1887,fig|287.6619.peg.1729,fig|287.6622.peg.4249,fig|287.6623.peg.4718,fig|287.6624.peg.1842,fig|287.6625.peg.1828,fig|287.6657.peg.1823,fig|287.6655.peg.3455,fig|287.6631.peg.1865,fig|287.6628.peg.1760,fig|287.6632.peg.1736,fig|287.6629.peg.1876,fig|287.6635.peg.1740,fig|287.6633.peg.1917,fig|287.6634.peg.1847,fig|287.6637.peg.1927,fig|287.6636.peg.1830,fig|287.6620.peg.2330,fig|287.6630.peg.1751,fig|287.6639.peg.1844,fig|287.6638.peg.1759,fig|287.6627.peg.1721
fig|287.6656.peg.1797,fig|287.6613.peg.1836,fig|287.6611.peg.1754,fig|287.6614.peg.1844,fig|287.6616.peg.1797,fig|287.6612.peg.1903,fig|287.6618.peg.1791,fig|287.6615.peg.1775,fig|287.6617.peg.1786,fig|287.6621.peg.1888,fig|287.6619.peg.1730,fig|287.6622.peg.4248,fig|287.6623.peg.4717,fig|287.6624.peg.1843,fig|287.6625.peg.1829,fig|287.6657.peg.1824,fig|287.6655.peg.3454,fig|287.6631.peg.1866,fig|287.6628.peg.1761,fig|287.6632.peg.1737,fig|287.6629.peg.1877,fig|287.6635.peg.1741,fig|287.6633.peg.1918,fig|287.6634.peg.1848,fig|287.6637.peg.1928,fig|287.6636.peg.1831,fig|287.6620.peg.2331,fig|287.6630.peg.1752,fig|287.6639.peg.1845,fig|287.6638.peg.1760,fig|287.6627.peg.1722
fig|287.6656.peg.1798,fig|287.6613.peg.1837,fig|287.6611.peg.1755,fig|287.6614.peg.1845,fig|287.6616.peg.1798,fig|287.6612.peg.1904,fig|287.6618.peg.1792,fig|287.6615.peg.1776,fig|287.6617.peg.1787,fig|287.6621.peg.1889,fig|287.6619.peg.1731,fig|287.6622.peg.4247,fig|287.6623.peg.4716,fig|287.6624.peg.1844,fig|287.6625.peg.1830,fig|287.6657.peg.1825,fig|287.6655.peg.3453,fig|287.6631.peg.1867,fig|287.6628.peg.1762,fig|287.6632.peg.1738,fig|287.6629.peg.1878,fig|287.6635.peg.1742,fig|287.6633.peg.1919,fig|287.6634.peg.1849,fig|287.6637.peg.1929,fig|287.6636.peg.1832,fig|287.6620.peg.2332,fig|287.6630.peg.1753,fig|287.6639.peg.1846,fig|287.6638.peg.1761,fig|287.6627.peg.1723
fig|287.6656.peg.1799,fig|287.6613.peg.1838,fig|287.6611.peg.1756,fig|287.6614.peg.1846,fig|287.6616.peg.1799,fig|287.6612.peg.1905,fig|287.6618.peg.1793,fig|287.6615.peg.1777,fig|287.6617.peg.1788,fig|287.6621.peg.1890,fig|287.6619.peg.1732,fig|287.6622.peg.4246,fig|287.6623.peg.4715,fig|287.6624.peg.1845,fig|287.6625.peg.1831,fig|287.6657.peg.1826,fig|287.6655.peg.3452,fig|287.6631.peg.1868,fig|287.6628.peg.1763,fig|287.6632.peg.1739,fig|287.6629.peg.1879,fig|287.6635.peg.1743,fig|287.6633.peg.1920,fig|287.6634.peg.1850,fig|287.6637.peg.1930,fig|287.6636.peg.1833,fig|287.6620.peg.2333,fig|287.6630.peg.1754,fig|287.6639.peg.1847,fig|287.6638.peg.1762,fig|287.6627.peg.1724
fig|287.6656.peg.1800,fig|287.6613.peg.1839,fig|287.6611.peg.1757,fig|287.6614.peg.1847,fig|287.6616.peg.1800,fig|287.6612.peg.1906,fig|287.6618.peg.1794,fig|287.6615.peg.1778,fig|287.6617.peg.1789,fig|287.6621.peg.1891,fig|287.6619.peg.1733,fig|287.6622.peg.4245,fig|287.6623.peg.4714,fig|287.6624.peg.1846,fig|287.6625.peg.1832,fig|287.6657.peg.1827,fig|287.6655.peg.3451,fig|287.6631.peg.1869,fig|287.6628.peg.1764,fig|287.6632.peg.1740,fig|287.6629.peg.1880,fig|287.6635.peg.1744,fig|287.6633.peg.1921,fig|287.6634.peg.1851,fig|287.6637.peg.1931,fig|287.6636.peg.1834,fig|287.6620.peg.2334,fig|287.6630.peg.1755,fig|287.6639.peg.1848,fig|287.6638.peg.1763,fig|287.6627.peg.1725
fig|287.6656.peg.1801,fig|287.6613.peg.1840,fig|287.6611.peg.1758,fig|287.6614.peg.1848,fig|287.6616.peg.1801,fig|287.6612.peg.1907,fig|287.6618.peg.1795,fig|287.6615.peg.1779,fig|287.6617.peg.1790,fig|287.6621.peg.1892,fig|287.6619.peg.1734,fig|287.6622.peg.4244,fig|287.6623.peg.4713,fig|287.6624.peg.1847,fig|287.6625.peg.1833,fig|287.6657.peg.1828,fig|287.6655.peg.3450,fig|287.6631.peg.1870,fig|287.6628.peg.1765,fig|287.6632.peg.1741,fig|287.6629.peg.1881,fig|287.6635.peg.1745,fig|287.6633.peg.1922,fig|287.6634.peg.1852,fig|287.6637.peg.1932,fig|287.6636.peg.1835,fig|287.6620.peg.2335,fig|287.6630.peg.1756,fig|287.6639.peg.1849,fig|287.6638.peg.1764,fig|287.6627.peg.1726
fig|287.6656.peg.1802,fig|287.6613.peg.1841,fig|287.6611.peg.1759,fig|287.6614.peg.1849,fig|287.6616.peg.1802,fig|287.6612.peg.1908,fig|287.6618.peg.1796,fig|287.6615.peg.1780,fig|287.6617.peg.1791,fig|287.6621.peg.1893,fig|287.6619.peg.1735,fig|287.6622.peg.4243,fig|287.6623.peg.4712,fig|287.6624.peg.1848,fig|287.6625.peg.1834,fig|287.6657.peg.1829,fig|287.6655.peg.3449,fig|287.6631.peg.1871,fig|287.6628.peg.1766,fig|287.6632.peg.1742,fig|287.6629.peg.1882,fig|287.6635.peg.1746,fig|287.6633.peg.1923,fig|287.6634.peg.1853,fig|287.6637.peg.1933,fig|287.6636.peg.1836,fig|287.6620.peg.2336,fig|287.6630.peg.1757,fig|287.6639.peg.1850,fig|287.6638.peg.1765,fig|287.6627.peg.1727
fig|287.6656.peg.1803,fig|287.6613.peg.1842,fig|287.6611.peg.1760,fig|287.6614.peg.1850,fig|287.6616.peg.1803,fig|287.6612.peg.1909,fig|287.6618.peg.1797,fig|287.6615.peg.1781,fig|287.6617.peg.1792,fig|287.6621.peg.1894,fig|287.6619.peg.1736,fig|287.6622.peg.4242,fig|287.6623.peg.4711,fig|287.6624.peg.1849,fig|287.6625.peg.1835,fig|287.6657.peg.1830,fig|287.6655.peg.3448,fig|287.6631.peg.1872,fig|287.6628.peg.1767,fig|287.6632.peg.1743,fig|287.6629.peg.1883,fig|287.6635.peg.1747,fig|287.6633.peg.1924,fig|287.6634.peg.1854,fig|287.6637.peg.1934,fig|287.6636.peg.1837,fig|287.6620.peg.2337,fig|287.6630.peg.1758,fig|287.6639.peg.1851,fig|287.6638.peg.1766,fig|287.6627.peg.1728
fig|287.6656.peg.1804,fig|287.6613.peg.1843,fig|287.6611.peg.1761,fig|287.6614.peg.1851,fig|287.6616.peg.1804,fig|287.6612.peg.1910,fig|287.6618.peg.1798,fig|287.6615.peg.1782,fig|287.6617.peg.1793,fig|287.6621.peg.1895,fig|287.6619.peg.1737,fig|287.6622.peg.4241,fig|287.6623.peg.4710,fig|287.6624.peg.1850,fig|287.6625.peg.1836,fig|287.6657.peg.1831,fig|287.6655.peg.3447,fig|287.6631.peg.1873,fig|287.6628.peg.1768,fig|287.6632.peg.1744,fig|287.6629.peg.1884,fig|287.6635.peg.1748,fig|287.6633.peg.1925,fig|287.6634.peg.1855,fig|287.6637.peg.1935,fig|287.6636.peg.1838,fig|287.6620.peg.2338,fig|287.6630.peg.1759,fig|287.6639.peg.1852,fig|287.6638.peg.1767,fig|287.6627.peg.1729
fig|287.6656.peg.1806,fig|287.6613.peg.1845,fig|287.6611.peg.1763,fig|287.6614.peg.1853,fig|287.6616.peg.1806,fig|287.6612.peg.1912,fig|287.6618.peg.1800,fig|287.6615.peg.1784,fig|287.6617.peg.1795,fig|287.6621.peg.1897,fig|287.6619.peg.1739,fig|287.6622.peg.4239,fig|287.6623.peg.4708,fig|287.6624.peg.1852,fig|287.6625.peg.1843,fig|287.6657.peg.1833,fig|287.6655.peg.3445,fig|287.6631.peg.1875,fig|287.6628.peg.1770,fig|287.6632.peg.1746,fig|287.6629.peg.1886,fig|287.6635.peg.1753,fig|287.6633.peg.1927,fig|287.6634.peg.1857,fig|287.6637.peg.1937,fig|287.6636.peg.1840,fig|287.6620.peg.2340,fig|287.6630.peg.1761,fig|287.6639.peg.1854,fig|287.6638.peg.1769,fig|287.6627.peg.1736
fig|287.6656.peg.1807,fig|287.6613.peg.1846,fig|287.6611.peg.1764,fig|287.6614.peg.1854,fig|287.6616.peg.1807,fig|287.6612.peg.1913,fig|287.6618.peg.1801,fig|287.6615.peg.1785,fig|287.6617.peg.1796,fig|287.6621.peg.1898,fig|287.6619.peg.1740,fig|287.6622.peg.4238,fig|287.6623.peg.4707,fig|287.6624.peg.1853,fig|287.6625.peg.1844,fig|287.6657.peg.1834,fig|287.6655.peg.3444,fig|287.6631.peg.1876,fig|287.6628.peg.1771,fig|287.6632.peg.1747,fig|287.6629.peg.1887,fig|287.6635.peg.1754,fig|287.6633.peg.1928,fig|287.6634.peg.1858,fig|287.6637.peg.1938,fig|287.6636.peg.1841,fig|287.6620.peg.2341,fig|287.6630.peg.1762,fig|287.6639.peg.1855,fig|287.6638.peg.1770,fig|287.6627.peg.1737
fig|287.6656.peg.1808,fig|287.6613.peg.1847,fig|287.6611.peg.1765,fig|287.6614.peg.1855,fig|287.6616.peg.1808,fig|287.6612.peg.1914,fig|287.6618.peg.1802,fig|287.6615.peg.1786,fig|287.6617.peg.1797,fig|287.6621.peg.1899,fig|287.6619.peg.1741,fig|287.6622.peg.4237,fig|287.6623.peg.4706,fig|287.6624.peg.1854,fig|287.6625.peg.1845,fig|287.6657.peg.1835,fig|287.6655.peg.3443,fig|287.6631.peg.1877,fig|287.6628.peg.1772,fig|287.6632.peg.1748,fig|287.6629.peg.1888,fig|287.6635.peg.1755,fig|287.6633.peg.1929,fig|287.6634.peg.1859,fig|287.6637.peg.1939,fig|287.6636.peg.1842,fig|287.6620.peg.2342,fig|287.6630.peg.1763,fig|287.6639.peg.1856,fig|287.6638.peg.1771,fig|287.6627.peg.1738
fig|287.6656.peg.1809,fig|287.6613.peg.1848,fig|287.6611.peg.1766,fig|287.6614.peg.1856,fig|287.6616.peg.1809,fig|287.6612.peg.1915,fig|287.6618.peg.1803,fig|287.6615.peg.1787,fig|287.6617.peg.1798,fig|287.6621.peg.1900,fig|287.6619.peg.1742,fig|287.6622.peg.4236,fig|287.6623.peg.4705,fig|287.6624.peg.1855,fig|287.6625.peg.1846,fig|287.6657.peg.1836,fig|287.6655.peg.3442,fig|287.6631.peg.1878,fig|287.6628.peg.1773,fig|287.6632.peg.1749,fig|287.6629.peg.1889,fig|287.6635.peg.1756,fig|287.6633.peg.1930,fig|287.6634.peg.1860,fig|287.6637.peg.1940,fig|287.6636.peg.1843,fig|287.6620.peg.2343,fig|287.6630.peg.1764,fig|287.6639.peg.1857,fig|287.6638.peg.1772,fig|287.6627.peg.1739
fig|287.6656.peg.1810,fig|287.6613.peg.1849,fig|287.6611.peg.1767,fig|287.6614.peg.1857,fig|287.6616.peg.1810,fig|287.6612.peg.1916,fig|287.6618.peg.1804,fig|287.6615.peg.1788,fig|287.6617.peg.1799,fig|287.6621.peg.1901,fig|287.6619.peg.1743,fig|287.6622.peg.4235,fig|287.6623.peg.4704,fig|287.6624.peg.1856,fig|287.6625.peg.1847,fig|287.6657.peg.1837,fig|287.6655.peg.3441,fig|287.6631.peg.1879,fig|287.6628.peg.1774,fig|287.6632.peg.1750,fig|287.6629.peg.1890,fig|287.6635.peg.1757,fig|287.6633.peg.1931,fig|287.6634.peg.1861,fig|287.6637.peg.1941,fig|287.6636.peg.1844,fig|287.6620.peg.2344,fig|287.6630.peg.1765,fig|287.6639.peg.1858,fig|287.6638.peg.1773,fig|287.6627.peg.1740
fig|287.6656.peg.1811,fig|287.6613.peg.1850,fig|287.6611.peg.1768,fig|287.6614.peg.1858,fig|287.6616.peg.1811,fig|287.6612.peg.1917,fig|287.6618.peg.1805,fig|287.6615.peg.1789,fig|287.6617.peg.1800,fig|287.6621.peg.1902,fig|287.6619.peg.1744,fig|287.6622.peg.4234,fig|287.6623.peg.4703,fig|287.6624.peg.1857,fig|287.6625.peg.1848,fig|287.6657.peg.1838,fig|287.6655.peg.3440,fig|287.6631.peg.1880,fig|287.6628.peg.1775,fig|287.6632.peg.1751,fig|287.6629.peg.1891,fig|287.6635.peg.1758,fig|287.6633.peg.1932,fig|287.6634.peg.1862,fig|287.6637.peg.1942,fig|287.6636.peg.1845,fig|287.6620.peg.2345,fig|287.6630.peg.1766,fig|287.6639.peg.1859,fig|287.6638.peg.1774,fig|287.6627.peg.1741
fig|287.6656.peg.1812,fig|287.6613.peg.1851,fig|287.6611.peg.1769,fig|287.6614.peg.1859,fig|287.6616.peg.1812,fig|287.6612.peg.1918,fig|287.6618.peg.1806,fig|287.6615.peg.1790,fig|287.6617.peg.1801,fig|287.6621.peg.1903,fig|287.6619.peg.1745,fig|287.6622.peg.4233,fig|287.6623.peg.4702,fig|287.6624.peg.1858,fig|287.6625.peg.1849,fig|287.6657.peg.1839,fig|287.6655.peg.3439,fig|287.6631.peg.1881,fig|287.6628.peg.1776,fig|287.6632.peg.1752,fig|287.6629.peg.1892,fig|287.6635.peg.1759,fig|287.6633.peg.1933,fig|287.6634.peg.1863,fig|287.6637.peg.1943,fig|287.6636.peg.1846,fig|287.6620.peg.2346,fig|287.6630.peg.1767,fig|287.6639.peg.1860,fig|287.6638.peg.1775,fig|287.6627.peg.1742
fig|287.6656.peg.1813,fig|287.6613.peg.1852,fig|287.6611.peg.1770,fig|287.6614.peg.1860,fig|287.6616.peg.1813,fig|287.6612.peg.1919,fig|287.6618.peg.1807,fig|287.6615.peg.1791,fig|287.6617.peg.1802,fig|287.6621.peg.1904,fig|287.6619.peg.1746,fig|287.6622.peg.4232,fig|287.6623.peg.4701,fig|287.6624.peg.1859,fig|287.6625.peg.1850,fig|287.6657.peg.1840,fig|287.6655.peg.3438,fig|287.6631.peg.1882,fig|287.6628.peg.1777,fig|287.6632.peg.1753,fig|287.6629.peg.1893,fig|287.6635.peg.1760,fig|287.6633.peg.1934,fig|287.6634.peg.1864,fig|287.6637.peg.1944,fig|287.6636.peg.1847,fig|287.6620.peg.2347,fig|287.6630.peg.1768,fig|287.6639.peg.1861,fig|287.6638.peg.1776,fig|287.6627.peg.1743
fig|287.6656.peg.1814,fig|287.6613.peg.1853,fig|287.6611.peg.1771,fig|287.6614.peg.1861,fig|287.6616.peg.1814,fig|287.6612.peg.1920,fig|287.6618.peg.1808,fig|287.6615.peg.1792,fig|287.6617.peg.1803,fig|287.6621.peg.1905,fig|287.6619.peg.1747,fig|287.6622.peg.4231,fig|287.6623.peg.4700,fig|287.6624.peg.1860,fig|287.6625.peg.1851,fig|287.6657.peg.1841,fig|287.6655.peg.3437,fig|287.6631.peg.1883,fig|287.6628.peg.1778,fig|287.6632.peg.1754,fig|287.6629.peg.1894,fig|287.6635.peg.1761,fig|287.6633.peg.1935,fig|287.6634.peg.1865,fig|287.6637.peg.1945,fig|287.6636.peg.1848,fig|287.6620.peg.2348,fig|287.6630.peg.1769,fig|287.6639.peg.1862,fig|287.6638.peg.1777,fig|287.6627.peg.1744
fig|287.6656.peg.1815,fig|287.6613.peg.1854,fig|287.6611.peg.1772,fig|287.6614.peg.1862,fig|287.6616.peg.1815,fig|287.6612.peg.1921,fig|287.6618.peg.1809,fig|287.6615.peg.1793,fig|287.6617.peg.1804,fig|287.6621.peg.1906,fig|287.6619.peg.1748,fig|287.6622.peg.4230,fig|287.6623.peg.4699,fig|287.6624.peg.1861,fig|287.6625.peg.1852,fig|287.6657.peg.1842,fig|287.6655.peg.3436,fig|287.6631.peg.1884,fig|287.6628.peg.1779,fig|287.6632.peg.1755,fig|287.6629.peg.1895,fig|287.6635.peg.1762,fig|287.6633.peg.1936,fig|287.6634.peg.1866,fig|287.6637.peg.1946,fig|287.6636.peg.1849,fig|287.6620.peg.2349,fig|287.6630.peg.1770,fig|287.6639.peg.1863,fig|287.6638.peg.1778,fig|287.6627.peg.1745
fig|287.6656.peg.1816,fig|287.6613.peg.1855,fig|287.6611.peg.1773,fig|287.6614.peg.1863,fig|287.6616.peg.1816,fig|287.6612.peg.1922,fig|287.6618.peg.1810,fig|287.6615.peg.1794,fig|287.6617.peg.1805,fig|287.6621.peg.1907,fig|287.6619.peg.1749,fig|287.6622.peg.4229,fig|287.6623.peg.4698,fig|287.6624.peg.1862,fig|287.6625.peg.1853,fig|287.6657.peg.1843,fig|287.6655.peg.3435,fig|287.6631.peg.1885,fig|287.6628.peg.1780,fig|287.6632.peg.1756,fig|287.6629.peg.1896,fig|287.6635.peg.1763,fig|287.6633.peg.1937,fig|287.6634.peg.1867,fig|287.6637.peg.1947,fig|287.6636.peg.1850,fig|287.6620.peg.2350,fig|287.6630.peg.1771,fig|287.6639.peg.1864,fig|287.6638.peg.1779,fig|287.6627.peg.1746
fig|287.6656.peg.1817,fig|287.6613.peg.1856,fig|287.6611.peg.1774,fig|287.6614.peg.1864,fig|287.6616.peg.1817,fig|287.6612.peg.1923,fig|287.6618.peg.1811,fig|287.6615.peg.1795,fig|287.6617.peg.1806,fig|287.6621.peg.1909,fig|287.6619.peg.1750,fig|287.6622.peg.4228,fig|287.6623.peg.4697,fig|287.6624.peg.1863,fig|287.6625.peg.1854,fig|287.6657.peg.1844,fig|287.6655.peg.3434,fig|287.6631.peg.1886,fig|287.6628.peg.1781,fig|287.6632.peg.1757,fig|287.6629.peg.1897,fig|287.6635.peg.1764,fig|287.6633.peg.1938,fig|287.6634.peg.1868,fig|287.6637.peg.1948,fig|287.6636.peg.1851,fig|287.6620.peg.2351,fig|287.6630.peg.1772,fig|287.6639.peg.1865,fig|287.6638.peg.1780,fig|287.6627.peg.1747
fig|287.6656.peg.1818,fig|287.6613.peg.1857,fig|287.6611.peg.1775,fig|287.6614.peg.1865,fig|287.6616.peg.1818,fig|287.6612.peg.1924,fig|287.6618.peg.1812,fig|287.6615.peg.1796,fig|287.6617.peg.1807,fig|287.6621.peg.1910,fig|287.6619.peg.1751,fig|287.6622.peg.4227,fig|287.6623.peg.4696,fig|287.6624.peg.1864,fig|287.6625.peg.1855,fig|287.6657.peg.1845,fig|287.6655.peg.3433,fig|287.6631.peg.1887,fig|287.6628.peg.1782,fig|287.6632.peg.1758,fig|287.6629.peg.1898,fig|287.6635.peg.1765,fig|287.6633.peg.1939,fig|287.6634.peg.1869,fig|287.6637.peg.1949,fig|287.6636.peg.1852,fig|287.6620.peg.2352,fig|287.6630.peg.1773,fig|287.6639.peg.1866,fig|287.6638.peg.1781,fig|287.6627.peg.1748
fig|287.6656.peg.1820,fig|287.6613.peg.1859,fig|287.6611.peg.1777,fig|287.6614.peg.1867,fig|287.6616.peg.1820,fig|287.6612.peg.1926,fig|287.6618.peg.1814,fig|287.6615.peg.1798,fig|287.6617.peg.1809,fig|287.6621.peg.1912,fig|287.6619.peg.1753,fig|287.6622.peg.4225,fig|287.6623.peg.4694,fig|287.6624.peg.1866,fig|287.6625.peg.1857,fig|287.6657.peg.1847,fig|287.6655.peg.3431,fig|287.6631.peg.1889,fig|287.6628.peg.1784,fig|287.6632.peg.1760,fig|287.6629.peg.1900,fig|287.6635.peg.1767,fig|287.6633.peg.1942,fig|287.6634.peg.1872,fig|287.6637.peg.1951,fig|287.6636.peg.1854,fig|287.6620.peg.2354,fig|287.6630.peg.1775,fig|287.6639.peg.1868,fig|287.6638.peg.1783,fig|287.6627.peg.1750
fig|287.6656.peg.1821,fig|287.6613.peg.1860,fig|287.6611.peg.1778,fig|287.6614.peg.1868,fig|287.6616.peg.1821,fig|287.6612.peg.1927,fig|287.6618.peg.1815,fig|287.6615.peg.1799,fig|287.6617.peg.1810,fig|287.6621.peg.1913,fig|287.6619.peg.1754,fig|287.6622.peg.4224,fig|287.6623.peg.4693,fig|287.6624.peg.1867,fig|287.6625.peg.1858,fig|287.6657.peg.1848,fig|287.6655.peg.3430,fig|287.6631.peg.1890,fig|287.6628.peg.1785,fig|287.6632.peg.1761,fig|287.6629.peg.1901,fig|287.6635.peg.1768,fig|287.6633.peg.1943,fig|287.6634.peg.1873,fig|287.6637.peg.1952,fig|287.6636.peg.1855,fig|287.6620.peg.2355,fig|287.6630.peg.1776,fig|287.6639.peg.1869,fig|287.6638.peg.1784,fig|287.6627.peg.1751
fig|287.6656.peg.1822,fig|287.6613.peg.1861,fig|287.6611.peg.1779,fig|287.6614.peg.1869,fig|287.6616.peg.1822,fig|287.6612.peg.1928,fig|287.6618.peg.1816,fig|287.6615.peg.1800,fig|287.6617.peg.1811,fig|287.6621.peg.1914,fig|287.6619.peg.1755,fig|287.6622.peg.4223,fig|287.6623.peg.4692,fig|287.6624.peg.1868,fig|287.6625.peg.1859,fig|287.6657.peg.1849,fig|287.6655.peg.3429,fig|287.6631.peg.1891,fig|287.6628.peg.1786,fig|287.6632.peg.1762,fig|287.6629.peg.1902,fig|287.6635.peg.1769,fig|287.6633.peg.1944,fig|287.6634.peg.1874,fig|287.6637.peg.1953,fig|287.6636.peg.1856,fig|287.6620.peg.2356,fig|287.6630.peg.1777,fig|287.6639.peg.1870,fig|287.6638.peg.1785,fig|287.6627.peg.1752
fig|287.6656.peg.1842,fig|287.6613.peg.1863,fig|287.6611.peg.1781,fig|287.6614.peg.1871,fig|287.6616.peg.1824,fig|287.6612.peg.1930,fig|287.6618.peg.1819,fig|287.6615.peg.1802,fig|287.6617.peg.1813,fig|287.6621.peg.1916,fig|287.6619.peg.1757,fig|287.6622.peg.4201,fig|287.6623.peg.4669,fig|287.6624.peg.1870,fig|287.6625.peg.1861,fig|287.6657.peg.1851,fig|287.6655.peg.3427,fig|287.6631.peg.1893,fig|287.6628.peg.1788,fig|287.6632.peg.1764,fig|287.6629.peg.1904,fig|287.6635.peg.1771,fig|287.6633.peg.1947,fig|287.6634.peg.1876,fig|287.6637.peg.1955,fig|287.6636.peg.1858,fig|287.6620.peg.2358,fig|287.6630.peg.1779,fig|287.6639.peg.1872,fig|287.6638.peg.1787,fig|287.6627.peg.1754
