"","ID","locus","Gene"
"2630","PGD1656165","PA14_32905","fes"
"2631","PGD1656167","PA14_32930","group_3901"
"2632","PGD1656169","PA14_32940","tyrR_1"
"2633","PGD1656171","PA14_32950","nfdA_2"
"2634","PGD1656173","PA14_32970","dmlR_16"
"2635","PGD1656175","PA14_32985","gcvH_1"
"2636","PGD1656177","PA14_33000","gcvP_1"
"2637","PGD1656179","PA14_33010","glyA_1"
"2638","PGD1656181","PA14_33030","sdaB"
"2639","PGD1656183","PA14_33040","gcvT_1"
"2640","PGD1656185","PA14_33050","group_2392"
"2641","PGD1656187","PA14_33060","group_5439"
"2642","PGD1656189","PA14_33070","group_3910"
"2643","PGD1656191","PA14_33080","hflC_1"
"2644","PGD1656193","PA14_33110","group_3911"
"2645","PGD1656195","PA14_33120","group_3912"
"2646","PGD1656197","PA14_33130","cadA_2"
"2647","PGD1656199","PA14_33150","group_3913"
"2648","PGD1656201","PA14_33160","group_3914"
"2649","PGD1656203","PA14_33170","dmlR_17"
"2650","PGD1656205","PA14_33190","aaeB_3"
"2651","PGD1656207","PA14_33200","aaeX_2"
"2652","PGD1656209","PA14_33220","aaeA_3"
"2653","PGD1656211","PA14_33230","group_2394"
"2654","PGD1656213","PA14_33240","group_3919"
"2655","PGD1656215","PA14_33250","group_3920"
"2656","PGD1656217","PA14_33260","group_2395"
"2657","PGD1656219","PA14_33270","group_3921"
"2658","PGD1656221","PA14_33280","lgrB_1"
"2659","PGD1656223","PA14_33290","group_2396"
"2660","PGD1656225","PA14_33300","cas6f"
"2661","PGD1656227","PA14_33310","csy3"
"2662","PGD1656229","PA14_33320","csy2"
"2663","PGD1656231","PA14_33330","csy1"
"2664","PGD1656233","PA14_33340","cas3"
"2665","PGD1656235","PA14_33350","cas1"
"2666","PGD1656237","PA14_33360","group_7991"
"2667","PGD1656239","PA14_33370","group_9651"
"2668","PGD1656241","PA14_33380","group_3922"
"2669","PGD1656243","PA14_33410","oprD_6"
"2670","PGD1656245","PA14_33420","ycaC_2"
"2671","PGD1656247","PA14_33430","group_1249"
"2672","PGD1656249","PA14_33440","dmlR_18"
"2673","PGD1656251","PA14_33450","treA"
"2674","PGD1656253","PA14_33460","group_2398"
"2675","PGD1656255","PA14_33480","group_3925"
"2676","PGD1656257","PA14_33500","dat"
"2677","PGD1656259","PA14_33510","mbtH"
"2678","PGD1656261","PA14_33520","lgrE_2"
"2679","PGD1656263","PA14_33530","group_3927"
"2680","PGD1656265","PA14_33540","znuB_1"
"2681","PGD1656267","PA14_33550","znuC_1"
"2682","PGD1656269","PA14_33560","psaA"
"2683","PGD1656271","PA14_33570","group_1253"
"2684","PGD1656273","PA14_33580","group_3931"
"2685","PGD1656275","PA14_33590","group_1254"
"2686","PGD1656277","PA14_33600","group_235"
"2687","PGD1656279","PA14_33610","dltA_3"
"2688","PGD1656281","PA14_33630","grsB"
"2689","PGD1656283","PA14_33650","tycC"
"2690","PGD1656285","PA14_33680","fpvA_2"
"2691","PGD1656287","PA14_33690","yojI"
"2692","PGD1656289","PA14_33700","purN_1"
"2693","PGD1656291","PA14_33710","egtB"
"2694","PGD1656293","PA14_33720","cefD_1"
"2695","PGD1656295","PA14_33730","group_684"
"2696","PGD1656297","PA14_33740","group_3935"
"2697","PGD1656299","PA14_33750","ttgC"
"2698","PGD1656301","PA14_33760","macB_2"
"2699","PGD1656303","PA14_33770","macA"
"2700","PGD1656305","PA14_33780","group_3936"
"2701","PGD1656307","PA14_33800","fecI_5"
"2702","PGD1656309","PA14_33810","pvdA"
"2703","PGD1656311","PA14_33820","pvdQ"
"2704","PGD1656313","PA14_33830","group_9312"
"2705","PGD1656315","PA14_33840","gcvA_4"
"2706","PGD1656317","PA14_33860","lldD_1"
"2707","PGD1656319","PA14_33870","group_12281"
"2708","PGD1656321","PA14_33880","group_2404"
"2709","PGD1656323","PA14_33890","iorA_1"
"2710","PGD1656325","PA14_33900","iorB_1"
"2711","PGD1656327","PA14_33910","group_2405"
"2712","PGD1656329","PA14_33920","degU_2"
"2713","PGD1656331","PA14_33930","group_10640"
"2714","PGD1656333","PA14_33940","group_2407"
"2715","PGD1656335","PA14_33960","vgrG1_3"
"2716","PGD1656337","PA14_33970","group_5449"
"2717","PGD1656339","PA14_33980","group_3233"
"2718","PGD1656341","PA14_33990","clpV1_2"
"2719","PGD1656343","PA14_34000","group_686"
"2720","PGD1656345","PA14_34010","group_688"
"2721","PGD1656347","PA14_34020","group_1258"
"2722","PGD1656349","PA14_34030","hcp1_2"
"2723","PGD1656351","PA14_34050","group_11628"
"2724","PGD1656353","PA14_34070","group_9682"
"2725","PGD1656355","PA14_34080","group_11903"
"2726","PGD1656357","PA14_34100","group_12001"
"2727","PGD1656359","PA14_34110","group_10666"
"2728","PGD1656361","PA14_34130","group_689"
"2729","PGD1656363","PA14_34140","group_12241"
"2730","PGD1656365","PA14_34150","sfnR_2"
"2731","PGD1656367","PA14_34170","group_2408"
"2732","PGD1656369","PA14_34180","sfnF"
"2733","PGD1656371","PA14_34190","msuD_2"
"2734","PGD1656373","PA14_34200","sfnC_2"
"2735","PGD1656375","PA14_34210","sfnR_3"
"2736","PGD1656377","PA14_34230","zapE_1"
"2737","PGD1656379","PA14_34250","glpQ_2"
"2738","PGD1656381","PA14_34260","metI"
"2739","PGD1656383","PA14_34270","metN_1"
"2740","PGD1656385","PA14_34280","metQ_2"
"2741","PGD1656387","PA14_34290","dmoA_1"
"2742","PGD1656389","PA14_34300","soxC_1"
"2743","PGD1656391","PA14_34320","soxC_2"
"2744","PGD1656393","PA14_34330","group_10288"
"2745","PGD1656395","PA14_34340","RBKS"
"2746","PGD1656397","PA14_34350","xylB"
"2747","PGD1656399","PA14_34360","por"
"2748","PGD1656401","PA14_34370","malK"
"2749","PGD1656403","PA14_34390","ngcG"
"2750","PGD1656405","PA14_34410","lacF"
"2751","PGD1656407","PA14_34420","group_2412"
"2752","PGD1656409","PA14_34440","rhaS_6"
"2753","PGD1656411","PA14_34450","mtrA_2"
"2754","PGD1656413","PA14_34460","group_10460"
"2755","PGD1656415","PA14_34490","group_10524"
"2756","PGD1656417","PA14_34500","nrtD_1"
"2757","PGD1656419","PA14_34510","group_3943"
"2758","PGD1656421","PA14_34520","cmpB"
"2759","PGD1656423","PA14_34540","dmoA_2"
"2760","PGD1656425","PA14_34550","soxC_3"
"2761","PGD1656427","PA14_34580","sfnC_3"
"2762","PGD1656429","PA14_34600","gapN"
"2763","PGD1656431","PA14_34610","group_1270"
"2764","PGD1656433","PA14_34630","gntT"
"2765","PGD1656435","PA14_34640","group_3949"
"2766","PGD1656437","PA14_34660","gntR_1"
"2767","PGD1656439","PA14_34670","group_1273"
"2768","PGD1656441","PA14_34680","puuB_5"
"2769","PGD1656443","PA14_34690","pgrR_3"
"2770","PGD1656445","PA14_34700","estB_2"
"2771","PGD1656447","PA14_34710","nepI"
"2772","PGD1656449","PA14_34720","group_7993"
"2773","PGD1656451","PA14_34730","sutR_2"
"2774","PGD1656453","PA14_34740","group_3952"
"2775","PGD1656455","PA14_34750","tauD_2"
"2776","PGD1656457","PA14_34770","group_3954"
"2777","PGD1656459","PA14_34780","cmpD"
"2778","PGD1656461","PA14_34790","group_3956"
"2779","PGD1656463","PA14_34800","eamB"
"2780","PGD1656465","PA14_34810","lgrB_2"
"2781","PGD1656467","PA14_34820","group_2416"
"2782","PGD1656469","PA14_34830","group_3958"
"2783","PGD1656471","PA14_34840","dltA_4"
"2784","PGD1656473","PA14_34850","group_3959"
"2785","PGD1656475","PA14_34870","group_3960"
"2786","PGD1656477","PA14_34880","nagR_2"
"2787","PGD1656479","PA14_34900","aprA_1"
"2788","PGD1656481","PA14_34920","group_3963"
"2789","PGD1656483","PA14_34930","group_2418"
"2790","PGD1656485","PA14_34940","group_2419"
"2791","PGD1656487","PA14_34960","oprB_3"
"2792","PGD1656489","PA14_34970","gcd"
"2793","PGD1656491","PA14_34990","btuB_6"
"2794","PGD1656493","PA14_35000","group_1279"
"2795","PGD1656495","PA14_35010","group_1280"
"2796","PGD1656497","PA14_35020","htpX_2"
"2797","PGD1656499","PA14_35030","group_3968"
"2798","PGD1656501","PA14_35040","group_2421"
"2799","PGD1656503","PA14_35050","group_449"
"2800","PGD1656505","PA14_35060","group_3969"
"2801","PGD1656507","PA14_35070","group_2422"
"2802","PGD1656509","PA14_35080","arsH"
"2803","PGD1656511","PA14_35100","arsC"
"2804","PGD1656513","PA14_35110","arsB"
"2805","PGD1656515","PA14_35130","arsR2"
"2806","PGD1656517","PA14_35140","rhaS_7"
"2807","PGD1656519","PA14_35150","adhA"
"2808","PGD1656521","PA14_35160","group_3973"
"2809","PGD1656523","PA14_35170","soxR_1"
"2810","PGD1656525","PA14_35190","pbpC"
"2811","PGD1656527","PA14_35200","group_3976"
"2812","PGD1656529","PA14_35210","tetC_1"
"2813","PGD1656531","PA14_35230","group_1287"
"2814","PGD1656533","PA14_35240","pyrG_2"
"2815","PGD1656535","PA14_35250","group_3977"
"2816","PGD1656537","PA14_35270","group_2424"
"2817","PGD1656539","PA14_35290","group_2425"
"2818","PGD1656541","PA14_35300","group_3978"
"2819","PGD1656543","PA14_35320","ghrB_2"
"2820","PGD1656545","PA14_35330","ttuB"
"2821","PGD1656547","PA14_35340","kdgK"
"2822","PGD1656549","PA14_35360","group_2427"
"2823","PGD1656551","PA14_35370","kdgR_2"
"2824","PGD1656553","PA14_35380","pgrR_4"
"2825","PGD1656555","PA14_35390","cc4_1"
"2826","PGD1656557","PA14_35400","hpaB_2"
"2827","PGD1656559","PA14_35420","group_3983"
"2828","PGD1656561","PA14_35430","group_1291"
"2829","PGD1656563","PA14_35440","ansA"
"2830","PGD1656565","PA14_35460","alsT_3"
"2831","PGD1656567","PA14_35470","group_3986"
"2832","PGD1656569","PA14_35490","lpdV"
"2833","PGD1656571","PA14_35500","bkdB"
"2834","PGD1656573","PA14_35520","bkdA2"
"2835","PGD1656575","PA14_35530","bkdA1"
"2836","PGD1656577","PA14_35540","lrp_2"
"2837","PGD1656579","PA14_35550","group_7994"
"2838","PGD1656581","PA14_35570","group_3993"
"2839","PGD1656583","PA14_35590","kstD"
"2840","PGD1656585","PA14_35600","group_3994"
"2841","PGD1656587","PA14_35620","murJ_1"
"2842","PGD1656589","PA14_35630","group_3996"
"2843","PGD1656591","PA14_35640","group_3997"
"2844","PGD1656593","PA14_35650","group_1296"
"2845","PGD1656595","PA14_35670","group_2428"
"2846","PGD1656597","PA14_35680","mshA_3"
"2847","PGD1656599","PA14_35690","group_3999"
"2848","PGD1656601","PA14_35700","group_1946"
"2849","PGD1656603","PA14_35710","group_7995"
"2850","PGD1656605","PA14_35720","group_7996"
"2851","PGD1656607","PA14_35730","group_7997"
"2852","PGD1656609","PA14_35740","group_319"
"2853","PGD1656611","PA14_35750","group_7710"
"2854","PGD1656613","PA14_35760","group_7998"
"2855","PGD1656615","PA14_35770","group_4014"
"2856","PGD1656617","PA14_35780","group_4009"
"2857","PGD1656619","PA14_35790","hss"
"2858","PGD1656621","PA14_35800","group_2435"
"2859","PGD1656623","PA14_35810","group_2432"
"2860","PGD1656625","PA14_35820","xerC_1"
"2861","PGD1656627","PA14_35830","smc_1"
"2862","PGD1656629","PA14_35840","group_5778"
"2863","PGD1656631","PA14_35850","group_5779"
"2864","PGD1656633","PA14_35860","puuP_3"
"2865","PGD1656635","PA14_35880","prr"
"2866","PGD1656637","PA14_35890","ectB"
"2867","PGD1656639","PA14_35900","group_2455"
"2868","PGD1656641","PA14_35920","actP_2"
"2869","PGD1656643","PA14_35930","group_7999"
"2870","PGD1656645","PA14_35940","group_4037"
"2871","PGD1656647","PA14_35950","gno"
"2872","PGD1656649","PA14_35970","carC"
"2873","PGD1656651","PA14_35980","group_2457"
"2874","PGD1656653","PA14_35990","group_323"
"2875","PGD1656655","PA14_36000","norR_1"
"2876","PGD1656657","PA14_36010","group_4039"
"2877","PGD1656659","PA14_36020","yebT_1"
"2878","PGD1656661","PA14_36030","pqiA_1"
"2879","PGD1656663","PA14_36050","group_4041"
"2880","PGD1656665","PA14_36060","group_4042"
"2881","PGD1656667","PA14_36070","rhmD"
"2882","PGD1656669","PA14_36080","rhmT"
"2883","PGD1656671","PA14_36090","nicP_7"
"2884","PGD1656673","PA14_36100","pdxA2"
"2885","PGD1656675","PA14_36110","group_4047"
"2886","PGD1656677","PA14_36120","garP"
"2887","PGD1656679","PA14_36130","group_700"
"2888","PGD1656681","PA14_36150","group_2458"
"2889","PGD1656683","PA14_36170","group_4049"
"2890","PGD1656685","PA14_36180","gbpR_3"
"2891","PGD1656687","PA14_36190","group_4051"
"2892","PGD1656689","PA14_36200","mltF_4"
"2893","PGD1656691","PA14_36220","gltJ_1"
"2894","PGD1656693","PA14_36230","yecS_2"
"2895","PGD1656695","PA14_36250","group_2459"
"2896","PGD1656697","PA14_36260","group_5454"
"2897","PGD1656699","PA14_36270","garR_2"
"2898","PGD1656701","PA14_36280","group_4055"
"2899","PGD1656703","PA14_36290","curA"
"2900","PGD1656705","PA14_36300","nemR_1"
"2901","PGD1656707","PA14_36310","hcnC_1"
"2902","PGD1656709","PA14_36320","hcnB_1"
"2903","PGD1656711","PA14_36330","hcnA"
"2904","PGD1656713","PA14_36345","group_459"
"2905","PGD1656715","PA14_36350","clpP_2"
"2906","PGD1656717","PA14_36360","group_4063"
"2907","PGD1656719","PA14_36370","gshA_1"
"2908","PGD1656721","PA14_36375","group_240"
"2909","PGD1656723","PA14_36390","prmC_2"
"2910","PGD1656725","PA14_36400","group_462"
"2911","PGD1656727","PA14_36410","yohC_1"
"2912","PGD1656729","PA14_36420","rcsC_10"
"2913","PGD1656731","PA14_36450","group_4064"
"2914","PGD1656733","PA14_36460","group_2467"
"2915","PGD1656735","PA14_36470","group_2468"
"2916","PGD1656737","PA14_36480","group_5455"
"2917","PGD1656739","PA14_36490","group_4065"
"2918","PGD1656741","PA14_36500","group_4066"
"2919","PGD1656743","PA14_36520","group_4067"
"2920","PGD1656745","PA14_36530","group_4068"
"2921","PGD1656747","PA14_36540","group_2470"
"2922","PGD1656749","PA14_36550","group_2471"
"2923","PGD1656751","PA14_36560","group_5456"
"2924","PGD1656753","PA14_36570","glgA"
"2925","PGD1656755","PA14_36580","treZ"
"2926","PGD1656757","PA14_36590","malQ"
"2927","PGD1656759","PA14_36605","treY"
"2928","PGD1656761","PA14_36620","group_4072"
"2929","PGD1656763","PA14_36630","glgX"
"2930","PGD1656765","PA14_36650","hrp1_2"
"2931","PGD1656767","PA14_36660","group_7594"
"2932","PGD1656769","PA14_36670","group_3417"
"2933","PGD1656771","PA14_36680","group_4075"
"2934","PGD1656773","PA14_36690","clsB"
"2935","PGD1656775","PA14_36700","ybhN"
"2936","PGD1656777","PA14_36710","glgB"
"2937","PGD1656779","PA14_36730","group_4078"
"2938","PGD1656781","PA14_36740","glgE2"
"2939","PGD1656783","PA14_36760","ku"
"2940","PGD1656785","PA14_36770","group_4080"
"2941","PGD1656787","PA14_36780","group_2474"
"2942","PGD1656789","PA14_36790","group_2475"
"2943","PGD1656791","PA14_36810","katE"
"2944","PGD1656793","PA14_36820","group_4082"
"2945","PGD1656795","PA14_36830","group_4084"
"2946","PGD1656797","PA14_36840","malP"
"2947","PGD1656799","PA14_36850","group_2476"
"2948","PGD1656801","PA14_36860","group_4086"
"2949","PGD1656803","PA14_36870","ydaD"
"2950","PGD1656805","PA14_36880","pncC_2"
"2951","PGD1656807","PA14_36890","group_4089"
"2952","PGD1656809","PA14_36900","group_4090"
"2953","PGD1656811","PA14_36910","ligD"
"2954","PGD1656813","PA14_36920","group_2477"
"2955","PGD1656815","PA14_36930","group_4092"
"2956","PGD1656817","PA14_36940","group_5097"
"2957","PGD1656819","PA14_36960","group_4093"
"2958","PGD1656821","PA14_36980","group_2478"
"2959","PGD1656823","PA14_36990","pdeB_2"
"2960","PGD1656825","PA14_37000","yadV_4"
"2961","PGD1656827","PA14_37010","group_708"
"2962","PGD1656829","PA14_37030","elfC"
"2963","PGD1656831","PA14_37040","yadV_5"
"2964","PGD1656833","PA14_37060","group_2479"
"2965","PGD1656835","PA14_37070","group_4096"
"2966","PGD1656837","PA14_37080","ybdM"
"2967","PGD1656839","PA14_37090","gbsA"
"2968","PGD1656841","PA14_37100","betA_1"
"2969","PGD1656843","PA14_37120","dmlR_19"
"2970","PGD1656845","PA14_37130","group_965"
"2971","PGD1656847","PA14_37140","leuO"
"2972","PGD1656849","PA14_37150","group_2480"
"2973","PGD1656851","PA14_37170","group_5098"
"2974","PGD1656853","PA14_37190","ada_2"
"2975","PGD1656855","PA14_37200","group_466"
"2976","PGD1656857","PA14_37210","group_710"
"2977","PGD1656859","PA14_37220","hdfR_3"
"2978","PGD1656861","PA14_37250","yjhB_1"
"2979","PGD1656863","PA14_37260","nicP_8"
"2980","PGD1656865","PA14_37270","pxpA3_1"
"2981","PGD1656867","PA14_37290","pxpB_2"
"2982","PGD1656869","PA14_37310","pxpC_2"
"2983","PGD1656871","PA14_37320","group_4107"
"2984","PGD1656873","PA14_37340","ydaP"
"2985","PGD1656875","PA14_37350","group_2485"
"2986","PGD1656877","PA14_37360","group_3235"
"2987","PGD1656879","PA14_37370","lipR"
"2988","PGD1656881","PA14_37380","group_2487"
"2989","PGD1656883","PA14_37400","group_2488"
"2990","PGD1656885","PA14_37410","group_4114"
"2991","PGD1656887","PA14_37420","group_4115"
"2992","PGD1656889","PA14_37430","fecI_6"
"2993","PGD1656891","PA14_37440","pbuE_3"
"2994","PGD1656893","PA14_37460","group_6067"
"2995","PGD1656895","PA14_37470","ssuD_3"
"2996","PGD1656897","PA14_37490","pfeA_2"
"2997","PGD1656899","PA14_37510","tam_2"
"2998","PGD1656901","PA14_37520","group_4120"
"2999","PGD1656903","PA14_37530","group_4121"
"3000","PGD1656905","PA14_37550","cmtAc"
"3001","PGD1656907","PA14_37560","asnO_2"
"3002","PGD1656909","PA14_37570","cmtAb"
"3003","PGD1656911","PA14_37580","lrp_3"
"3004","PGD1656913","PA14_37590","kynB"
"3005","PGD1656915","PA14_37610","kynU"
"3006","PGD1656917","PA14_37630","aroP_2"
"3007","PGD1656919","PA14_37640","group_2491"
"3008","PGD1656921","PA14_37650","group_4127"
"3009","PGD1656923","PA14_37660","catM"
"3010","PGD1656925","PA14_37670","group_2493"
"3011","PGD1656927","PA14_37680","group_242"
"3012","PGD1656929","PA14_37690","group_3463"
"3013","PGD1656931","PA14_37710","fusB"
"3014","PGD1656933","PA14_37730","btuB_7"
"3015","PGD1656935","PA14_37745","novN"
"3016","PGD1656937","PA14_37760","hcaT_1"
"3017","PGD1656939","PA14_37770","group_4132"
"3018","PGD1656941","PA14_37780","group_4133"
"3019","PGD1656943","PA14_37790","copA_2"
"3020","PGD1656945","PA14_37810","copB"
"3021","PGD1656947","PA14_37820","group_4135"
"3022","PGD1656949","PA14_37830","iscS_2"
"3023","PGD1656951","PA14_37840","yejF_1"
"3024","PGD1656953","PA14_37850","yejE_1"
"3025","PGD1656955","PA14_37870","yejB_1"
"3026","PGD1656957","PA14_37880","group_4137"
"3027","PGD1656959","PA14_37900","btuB_8"
"3028","PGD1656961","PA14_37910","pgrR_5"
"3029","PGD1656963","PA14_37915","efpA"
"3030","PGD1656965","PA14_37940","cynR_3"
"3031","PGD1656967","PA14_37950","cynT_2"
"3032","PGD1656969","PA14_37965","cynS"
"3033","PGD1656971","PA14_37980","fecR_4"
"3034","PGD1656973","PA14_37990","fecI_7"
"3035","PGD1656975","PA14_38000","group_8000"
"3036","PGD1656977","PA14_38010","group_919"
"3037","PGD1656979","PA14_38020","group_1321"
"3038","PGD1656981","PA14_38040","rhaS_8"
"3039","PGD1656983","PA14_38050","group_1322"
"3040","PGD1656985","PA14_38060","yidD"
"3041","PGD1656987","PA14_38080","group_4145"
"3042","PGD1656989","PA14_38090","group_2498"
"3043","PGD1656991","PA14_38110","sstT"
"3044","PGD1656993","PA14_38130","puuP_4"
"3045","PGD1656995","PA14_38140","puuA_3"
"3046","PGD1656997","PA14_38160","group_2499"
"3047","PGD1656999","PA14_38170","group_2500"
"3048","PGD1657001","PA14_38180","group_5459"
"3049","PGD1657003","PA14_38190","group_1803"
"3050","PGD1657005","PA14_38200","ilvG"
"3051","PGD1657007","PA14_38210","cmoA_1"
"3052","PGD1657009","PA14_38220","group_2501"
"3053","PGD1657011","PA14_38250","norG_3"
"3054","PGD1657013","PA14_38260","group_2502"
"3055","PGD1657015","PA14_38270","group_712"
"3056","PGD1657017","PA14_38290","group_2503"
"3057","PGD1657019","PA14_38300","decR"
"3058","PGD1657021","PA14_38310","group_2504"
"3059","PGD1657023","PA14_38320","group_2505"
"3060","PGD1657025","PA14_38330","garB"
"3061","PGD1657027","PA14_38340","group_2506"
"3062","PGD1657029","PA14_38350","gtaB"
"3063","PGD1657031","PA14_38360","rkpK_2"
"3064","PGD1657033","PA14_38370","group_4154"
"3065","PGD1657035","PA14_38380","ttgR"
"3066","PGD1657037","PA14_38395","acrE"
"3067","PGD1657039","PA14_38410","acrB_1"
"3068","PGD1657041","PA14_38420","yjiK_3"
"3069","PGD1657043","PA14_38430","cueR"
"3070","PGD1657045","PA14_38440","mmgC_3"
"3071","PGD1657047","PA14_38460","group_4158"
"3072","PGD1657049","PA14_38470","menB_1"
"3073","PGD1657051","PA14_38480","accA1_2"
"3074","PGD1657053","PA14_38490","liuE"
"3075","PGD1657055","PA14_38500","kdgR_3"
"3076","PGD1657057","PA14_38510","hmgA"
"3077","PGD1657059","PA14_38530","group_2508"
"3078","PGD1657061","PA14_38550","nagL_2"
"3079","PGD1657063","PA14_38560","pcaK_3"
"3080","PGD1657065","PA14_38570","norR_2"
"3081","PGD1657067","PA14_38580","group_1329"
"3082","PGD1657069","PA14_38590","bdhA"
"3083","PGD1657071","PA14_38610","atoE"
"3084","PGD1657073","PA14_38630","phaA"
"3085","PGD1657075","PA14_38640","scoB"
"3086","PGD1657077","PA14_38660","scoA"
