locus,Gene
PA14_45110,sbp_2
PA14_45120,group_2600
PA14_45130,group_9689
PA14_45150,csqR
PA14_45170,lhgD_1
PA14_45180,group_10082
PA14_45190,glpK_3
PA14_45210,group_12059
PA14_45240,yhdG_2
PA14_45250,group_9925
PA14_45260,group_1383
PA14_45280,group_10361
PA14_45290,ccmH
PA14_45300,dsbE
PA14_45310,ccmF
PA14_45330,ccmE
PA14_45340,group_9317
PA14_45350,ccmC
PA14_45370,ccmB
PA14_45380,ccmA
PA14_45400,group_2603
PA14_45410,group_2604
PA14_45430,fabG_8
PA14_45440,group_1386
PA14_45450,group_12289
PA14_45460,group_10343
PA14_45470,gstB_3
PA14_45480,group_11426
PA14_45500,cheW_2
PA14_45510,group_2607
PA14_45520,soj_2
PA14_45540,pal_4
PA14_45560,pomA
PA14_45580,cheB1
PA14_45590,cheA
PA14_45610,cheZ
PA14_45620,cheY_2
PA14_45630,fliA
PA14_45640,ylxH
PA14_45660,flhF
PA14_45680,flhA
PA14_45700,group_3321
PA14_45710,group_3154
PA14_45720,flhB
PA14_45740,fliR
PA14_45760,fliQ
PA14_45770,fliP
PA14_45780,group_11922
PA14_45790,fliN
PA14_45800,fliM
PA14_45810,group_9216
PA14_45830,group_1393
PA14_45840,group_10278
PA14_45850,ybaN
PA14_45870,czcS_2
PA14_45880,czcR_2
PA14_45890,mdtB_2
PA14_45910,mdtA_5
PA14_45920,group_1395
PA14_45930,group_10988
PA14_45940,lasI
PA14_45950,group_1397
PA14_45960,lasR
PA14_45970,ctpF
PA14_45980,yjaB_2
PA14_46000,group_8005
PA14_46010,expZ
PA14_46020,group_2610
PA14_46030,bdlA_2
PA14_46060,argP_2
PA14_46070,gbuA
PA14_46080,group_12381
PA14_46100,group_1398
PA14_46110,opuE
PA14_46120,aruI_1
PA14_46140,group_12606
PA14_46150,gloB_2
PA14_46160,group_2612
PA14_46170,gltR_2
PA14_46180,group_1400
PA14_46200,group_2613
PA14_46220,potF_2
PA14_46230,aphA
PA14_46240,group_11387
PA14_46250,rlmL_2
PA14_46260,group_1403
PA14_46270,rep_1
PA14_46280,group_9978
PA14_46290,slmA
PA14_46300,trmR_1
PA14_46310,group_1404
PA14_46320,accA_2
PA14_46330,pcpR_6
PA14_46340,group_10838
PA14_46360,degU_4
PA14_46370,rpfC
PA14_46380,group_9853
PA14_46390,group_1406
PA14_46400,group_1804
PA14_46420,hcaB_2
PA14_46430,group_1805
PA14_46440,aaaT
PA14_46450,aceK
PA14_46460,group_7117
PA14_46470,pdxB
PA14_46480,group_12429
PA14_46490,fabF_2
PA14_46510,group_8006
PA14_46520,group_7115
PA14_46530,group_8007
PA14_46540,group_1942
PA14_46550,group_7112
PA14_46560,group_1940
PA14_46570,group_7111
PA14_46580,group_7110
PA14_46590,swrC
PA14_46600,group_7108
PA14_46610,group_7106
PA14_46620,trxB
PA14_46630,yddE_3
PA14_46640,iutA_1
PA14_46650,group_11853
PA14_46660,group_2583
PA14_46670,group_12628
PA14_46680,mdtK_1
PA14_46700,rhtA
PA14_46710,sutR_3
PA14_46720,group_12504
PA14_46740,group_10784
PA14_46750,group_12219
PA14_46760,group_2584
PA14_46770,group_10178
PA14_46780,group_11678
PA14_46800,group_11076
PA14_46810,group_245
PA14_46820,group_2585
PA14_46830,group_12541
PA14_46840,group_2587
PA14_46850,group_1373
PA14_46860,group_2588
PA14_46880,group_1376
PA14_46890,ped
PA14_46900,group_12015
PA14_46910,gltI_1
PA14_46920,gltJ_2
PA14_46930,gltK
PA14_46950,glnQ_2
PA14_46960,ggt_2
PA14_46970,ansB
PA14_46980,dctB_1
PA14_46990,dctD_1
PA14_47000,nemA_2
PA14_47010,group_2590
PA14_47030,group_8008
PA14_47040,group_11241
PA14_47060,actIII_2
PA14_47070,group_2591
PA14_47080,pgrR_7
PA14_47090,group_1378
PA14_47100,ilvA_2
PA14_47110,yybH
PA14_47120,group_11243
PA14_47130,group_11588
PA14_47140,bfrD_1
PA14_47150,cyoE
PA14_47160,cyoD
PA14_47180,cyoC
PA14_47190,cyoB
PA14_47210,cyoA
PA14_47230,stp
PA14_47240,betI_1
PA14_47250,group_10104
PA14_47260,emrB_2
PA14_47270,pgrR_8
PA14_47280,phnX_2
PA14_47300,phnW
PA14_47310,cysL_2
PA14_47320,group_2595
PA14_47330,yafJ
PA14_47340,group_12547
PA14_47350,group_11000
PA14_47360,dapb1
PA14_47370,lepB_1
PA14_47380,tdhA
PA14_47390,fecR_6
PA14_47400,fecI_9
PA14_47410,group_9306
PA14_47420,rcnR
PA14_47430,czcD_2
PA14_47440,ghrA
PA14_47450,ycgL
PA14_47460,rnd
PA14_47490,group_10156
PA14_47500,sseB
PA14_47510,group_12280
PA14_47520,tetC_2
PA14_47530,group_9948
PA14_47540,group_8009
PA14_47550,btuE_1
PA14_47560,group_11905
PA14_47580,group_2624
PA14_47600,dmdC_5
PA14_47610,group_12640
PA14_47640,smvA
PA14_47650,cobS
PA14_47660,cobC
PA14_47670,cobT
PA14_47680,cobP
PA14_47690,cobQ
PA14_47720,hisC_3
PA14_47730,cobD
PA14_47750,bluB
PA14_47760,cbiA
PA14_47790,btuR
PA14_47800,btuB_10
PA14_47810,aaeB_4
PA14_47820,glaR
PA14_47840,group_12220
PA14_47850,hcnC_2
PA14_47860,hcnB_2
PA14_47870,group_12631
PA14_47880,hdfR_5
PA14_47890,group_2628
PA14_47900,jefA
PA14_47910,rhaS_11
PA14_47920,artI
PA14_47930,group_2630
PA14_47940,yecS_3
PA14_47950,yecS_4
PA14_47960,glnQ_3
PA14_47970,group_12436
PA14_48000,dapA_4
PA14_48010,group_12580
PA14_48020,lhpD
PA14_48030,group_10126
PA14_48040,inh
PA14_48060,aprA_2
PA14_48090,tolC_2
PA14_48100,prsE_3
PA14_48115,prsD_2
PA14_48140,group_10581
PA14_48150,group_2631
PA14_48160,rcsC_12
PA14_48170,group_12356
PA14_48190,yxaF_3
PA14_48200,group_5484
PA14_48210,group_5485
PA14_48230,group_8010
PA14_48240,oprM_5
PA14_48280,emrA_3
PA14_48300,emrB_3
PA14_48310,nimR_6
PA14_48320,group_11977
PA14_48330,group_476
PA14_48340,aaeB_5
PA14_48350,aaeA_4
PA14_48380,group_2633
PA14_48390,nimR_7
PA14_48400,group_1416
PA14_48410,group_1418
PA14_48420,group_12666
PA14_48440,kefF
PA14_48450,aguA_2
PA14_48460,spuD_3
PA14_48470,group_4586
PA14_48490,aguA_3
PA14_48500,gcvA_5
PA14_48510,group_8011
PA14_48520,mltA
PA14_48530,lgrB_3
PA14_48540,group_12084
PA14_48550,group_12107
PA14_48560,group_10354
PA14_48570,group_9768
PA14_48590,tam_5
PA14_48600,menE
PA14_48610,asnB_2
PA14_48620,group_752
PA14_48630,mdrP
PA14_48640,group_2638
PA14_48650,yhhW
PA14_48660,group_10820
PA14_48680,ethA
PA14_48700,kefC
PA14_48710,group_9395
PA14_48730,group_12174
PA14_48740,group_9661
PA14_48750,group_1421
PA14_48760,ycaC_3
PA14_48770,dmlR_22
PA14_48780,trmR_2
PA14_48790,group_9939
PA14_48800,group_9912
PA14_48810,cobB_1
PA14_48830,rocR
PA14_48840,group_1422
PA14_48850,ydgI
PA14_48860,group_12332
PA14_48870,ttcA
PA14_48880,group_7103
PA14_48890,group_3156
PA14_48900,group_489
PA14_48910,group_5533
PA14_48920,group_4387
PA14_48930,group_584
PA14_48940,group_7099
PA14_48950,group_2722
PA14_48960,group_11003
PA14_48970,group_9672
PA14_48980,group_3547
PA14_48990,group_107
PA14_49000,group_401
PA14_49010,group_5117
PA14_49020,group_8012
PA14_49030,group_7098
PA14_49040,group_12199
PA14_49050,yohC_2
PA14_49060,sprT
PA14_49070,yfdE_3
PA14_49080,mmgC_6
PA14_49090,fgd
PA14_49100,yfcG_3
PA14_49110,gcvA_6
PA14_49130,dctA2
PA14_49150,group_10700
PA14_49160,dgcE
PA14_49170,phoQ
PA14_49180,phoP
PA14_49200,group_9508
PA14_49210,group_9425
PA14_49220,napF
PA14_49230,napD
PA14_49250,napA_3
PA14_49260,napB
PA14_49270,napC
PA14_49280,group_12278
PA14_49290,group_11929
PA14_49300,lox
PA14_49310,group_10458
PA14_49320,alyA_2
PA14_49330,group_2641
PA14_49340,group_10913
PA14_49350,tcdA
PA14_49360,group_327
PA14_49380,dapE
PA14_49390,rlmA
PA14_49400,group_2643
PA14_49410,cspA_3
PA14_49420,group_8013
PA14_49440,ompR_3
PA14_49460,group_10357
PA14_49470,nrdB
PA14_49480,group_7096
PA14_49500,group_68
PA14_49510,group_8014
PA14_49520,group_949
PA14_49530,group_1432
PA14_49540,group_1433
PA14_49560,eta
PA14_49570,group_12069
PA14_49580,dhaT_3
PA14_49590,argP_3
PA14_49610,uhpC
PA14_49620,serB1
PA14_49630,phnR_3
PA14_49640,argP_4
PA14_49650,allE
PA14_49660,group_2644
PA14_49680,dmlR_23
PA14_49690,ppsC
PA14_49700,rpaR
PA14_49710,hchA
PA14_49720,group_1434
PA14_49730,group_2646
PA14_49740,group_2647
PA14_49750,tetA
PA14_49760,group_2648
PA14_49780,fosA
PA14_49790,pgrR_9
PA14_49800,yhdN
PA14_49810,group_12726
PA14_49820,cobB_2
PA14_49840,dgt_2
PA14_49850,group_11313
PA14_49860,group_3391
PA14_49870,def_2
PA14_49880,group_11978
PA14_49890,dgcN
PA14_49900,pal_5
PA14_49910,group_757
PA14_49920,group_11041
PA14_49930,cvfB
PA14_49940,mdoB_2
PA14_49960,group_12641
PA14_49970,group_10940
PA14_49990,group_9586
PA14_50000,group_9325
PA14_50010,yliI
PA14_50020,group_12668
PA14_50030,rluF
PA14_50040,nimR_8
PA14_50050,ydhC
PA14_50060,group_12468
PA14_50070,group_9709
PA14_50080,fliJ
PA14_50100,fliI
PA14_50110,group_12320
PA14_50130,fliG
PA14_50140,group_10247
PA14_50160,fliE
PA14_50180,atoC_1
PA14_50200,atoS
PA14_50220,atoC_2
PA14_50240,group_4591
PA14_50250,fliS
PA14_50270,fliD
PA14_50280,group_4594
PA14_50290,fliC
PA14_50300,group_2981
PA14_50310,ispD_2
PA14_50320,serB2_1
PA14_50330,group_4598
PA14_50340,group_4599
PA14_50360,group_4600
PA14_50380,group_10822
PA14_50410,flgI
PA14_50420,flgH
PA14_50430,flgG
PA14_50440,flgF
PA14_50450,flgE
PA14_50460,flgD
PA14_50470,flgC
PA14_50480,flgB
PA14_50500,group_11657
PA14_50510,group_9918
PA14_50520,braC
PA14_50530,livH_1
PA14_50540,group_10084
PA14_50550,lptB_1
PA14_50560,livF_1
PA14_50570,group_11427
PA14_50590,htpG_2
PA14_50600,dmlR_24
PA14_50610,group_1439
PA14_50620,group_2657
PA14_50630,group_9337
PA14_50640,group_12323
PA14_50650,group_12193
PA14_50660,sbnA
PA14_50670,group_10724
PA14_50680,mrpG
PA14_50690,mrpF
PA14_50700,mrpE
PA14_50710,mrpD
PA14_50720,mnhC1
PA14_50730,mrpA
PA14_50740,slyB
PA14_50750,group_9497
PA14_50760,garK
PA14_50770,dsdX
PA14_50790,cdaR
PA14_50800,pdxH
PA14_50810,pal_6
PA14_50820,yfeW
PA14_50830,group_1440
PA14_50840,dinG_2
PA14_50850,group_11127
PA14_50860,group_10441
PA14_50870,group_2659
PA14_50880,pal_7
PA14_50890,group_12642
PA14_50900,group_2660
PA14_50910,group_2661
PA14_50920,group_9573
PA14_50930,group_5492
PA14_50940,group_10160
PA14_50950,group_2662
PA14_50970,yfcG_4
PA14_50980,quiP_3
PA14_51000,group_2663
PA14_51010,group_12092
PA14_51020,group_2664
PA14_51040,puuB_10
PA14_51050,gabD
PA14_51060,group_762
PA14_51070,nicP_9
PA14_51080,group_11520
PA14_51090,group_1443
PA14_51100,group_12584
PA14_51110,paaF_3
PA14_51120,group_2665
PA14_51150,yjhB_2
PA14_51160,group_12514
PA14_51170,FCS1_1
PA14_51190,fadA_5
PA14_51200,group_2667
PA14_51205,allR
PA14_51220,group_330
PA14_51240,purC
PA14_51250,yycJ
PA14_51260,bamC
PA14_51270,dapA_5
PA14_51280,gcvR
PA14_51290,bcp
PA14_51300,group_10369
PA14_51310,tusA_2
PA14_51320,bepA_1
PA14_51330,nadA
PA14_51340,group_1448
PA14_51350,phnB
PA14_51360,phnA
PA14_51380,pqsE
PA14_51390,pqsD
PA14_51410,pqsC
PA14_51420,pqsB
PA14_51430,pqsA
PA14_51440,ogt_1
PA14_51450,fimD
PA14_51460,yadV_6
PA14_51470,group_5493
PA14_51480,group_8015
PA14_51490,nudC_3
PA14_51500,group_2671
PA14_51510,group_2672
PA14_51520,group_8016
PA14_51530,group_5494
PA14_51540,group_3496
PA14_51550,group_1939
PA14_51560,group_8017
PA14_51570,group_387
PA14_51580,group_8018
PA14_51590,group_8019
PA14_51600,group_3015
PA14_51610,group_8020
PA14_51620,group_11577
PA14_51630,group_51
PA14_51640,group_11
PA14_51650,group_74
PA14_51670,queC
PA14_51680,queE
PA14_51690,cpoB_2
PA14_51710,pal_8
PA14_51720,tolB_2
PA14_51730,tolA
PA14_51740,exbD_2
PA14_51750,tolQ_3
PA14_51770,ybgC_1
PA14_51780,ruvB
PA14_51790,ruvA
PA14_51800,ruvC
PA14_51810,pmpR
PA14_51820,aspS
PA14_51830,group_9360
PA14_51840,group_11993
PA14_51850,slyX
PA14_51860,group_2674
PA14_51880,oprD_7
PA14_51890,group_9721
PA14_51900,proS
PA14_51910,group_10781
PA14_51920,acyP
PA14_51930,resA_2
PA14_51940,group_2676
PA14_51950,group_12743
PA14_51960,group_10637
PA14_51980,yfgD
PA14_51990,group_11770
PA14_52000,group_11889
PA14_52010,hda
PA14_52020,group_12079
PA14_52040,purM
PA14_52050,purN_2
PA14_52060,group_11214
PA14_52070,group_12494
PA14_52080,group_12253
PA14_52090,group_12427
PA14_52110,group_2677
PA14_52120,group_12716
PA14_52130,group_122
PA14_52140,group_9846
PA14_52150,group_9686
PA14_52160,mazG
PA14_52180,relA
PA14_52190,rlmD
PA14_52210,cysM
PA14_52230,pfeA_3
PA14_52240,pfeS_2
PA14_52250,baeR_2
PA14_52260,barA_2
PA14_52270,ldhA
PA14_52280,group_10757
PA14_52290,group_12027
PA14_52300,yejM
PA14_52310,dinB
PA14_52330,group_10857
PA14_52340,group_2678
PA14_52350,group_10252
PA14_52370,group_12180
PA14_52380,yodB_2
PA14_52400,kup
PA14_52420,rimO
PA14_52430,group_10691
PA14_52440,group_10065
PA14_52460,group_10102
PA14_52465,group_765
PA14_52480,group_2982
PA14_52490,group_766
PA14_52500,group_9382
PA14_52510,group_12718
PA14_52520,group_1453
PA14_52530,prtR_2
PA14_52570,csrA_1
PA14_52580,lysC
PA14_52600,alaS
PA14_52610,ltaE_1
PA14_52630,astE
PA14_52640,group_9218
PA14_52660,astB
PA14_52670,astD
PA14_52690,aruG
PA14_52700,astA
PA14_52720,aruC
PA14_52730,group_1456
PA14_52740,cdhR_3
PA14_52750,hisP_2
PA14_52760,group_11862
PA14_52770,occM_1
PA14_52780,hisQ_2
PA14_52790,argT_2
PA14_52800,acs_2
PA14_52810,dctM_1
PA14_52820,dctQ_1
PA14_52840,dctP_1
PA14_52850,citE
PA14_52870,uctC
PA14_52880,group_1459
PA14_52890,group_12613
PA14_52900,group_10103
PA14_52910,meh
PA14_52920,gltC_5
PA14_52930,dmlR_25
PA14_52940,aaeB_6
PA14_52960,group_11963
PA14_52980,tyrR_2
PA14_52990,phhA
PA14_53000,group_9559
PA14_53010,aspC_1
PA14_53020,pbpG
PA14_53030,arfB
PA14_53040,mliC
PA14_53050,aroP_3
PA14_53070,hpd
PA14_53090,nimR_9
PA14_53100,group_2683
PA14_53110,mas
PA14_53120,group_9782
PA14_53140,pdeB_3
PA14_53150,bmrA
PA14_53160,group_2684
PA14_53180,group_11614
PA14_53190,bolA
PA14_53200,group_2685
PA14_53210,group_9986
PA14_53220,fumC_1
PA14_53230,group_10963
PA14_53250,cbpD
PA14_53260,tdcB
PA14_53270,group_9632
PA14_53290,group_11677
PA14_53300,ahpC_3
PA14_53310,group_1463
PA14_53330,cysZ
PA14_53340,group_1464
PA14_53360,plcN_2
PA14_53370,group_12570
PA14_53380,mgtA_2
PA14_53390,group_10518
PA14_53400,group_11664
PA14_53410,nemR_2
PA14_53420,btuE_2
PA14_53430,slyD
PA14_53450,group_8021
PA14_53470,ackA
PA14_53480,pta
PA14_53490,yihG_2
PA14_53500,yiaD
PA14_53510,gloC
PA14_53520,group_11348
PA14_53530,group_2688
PA14_53540,bphD
PA14_53550,group_10446
PA14_53560,group_1466
PA14_53570,group_7094
PA14_53580,group_7093
PA14_53590,group_3495
PA14_53600,group_7092
PA14_53610,group_7091
PA14_53620,group_1672
PA14_53630,group_2984
PA14_53640,group_508
PA14_53650,group_509
PA14_53660,group_2985
PA14_53670,group_767
PA14_53680,group_8022
PA14_53690,group_483
PA14_53700,group_12393
PA14_53720,yofA_3
PA14_53730,yjiE_1
PA14_53740,group_2695
PA14_53750,cefD_2
PA14_53770,group_11035
PA14_53780,nanT_2
PA14_53790,hdl IVa
PA14_53800,mntH_1
PA14_53810,group_11015
PA14_53820,amiD_1
PA14_53830,group_2697
PA14_53840,group_12305
PA14_53850,yhdN_2
PA14_53860,group_11226
PA14_53870,group_12519
PA14_53880,group_12246
PA14_53890,group_2699
PA14_53900,group_2700
PA14_53910,COQ5
PA14_53920,gntR_2
PA14_53940,prpB
PA14_53950,prpC_3
PA14_53970,acnM
PA14_53980,prpF
PA14_54000,mmgE
PA14_54010,nimR_10
PA14_54030,group_12372
PA14_54040,proY_1
PA14_54050,group_5505
PA14_54070,group_2702
PA14_54080,group_2703
PA14_54090,group_2704
PA14_54110,gdx_3
PA14_54120,azoR1_2
PA14_54130,gcvA_7
PA14_54150,putP_2
PA14_54170,putA
PA14_54180,group_10991
PA14_54190,rhaS_12
PA14_54210,lon_2
PA14_54220,group_11950
PA14_54230,group_2707
PA14_54240,group_9263
PA14_54260,cmoA_2
PA14_54270,cmoB
PA14_54290,pdxJ
PA14_54300,recO
PA14_54320,era
PA14_54330,rnc
PA14_54340,group_10571
PA14_54350,lepB
PA14_54370,lepA
PA14_54390,degP
PA14_54400,rseC
PA14_54410,mucB
PA14_54420,mucA
PA14_54430,algU_2
PA14_54450,nadB
PA14_54460,group_12556
PA14_54470,sdhE
PA14_54480,ygfZ
PA14_54490,group_9957
PA14_54500,sasA_12
PA14_54510,tctD
PA14_54520,nicP_10
PA14_54540,group_11287
PA14_54550,group_2711
PA14_54570,group_2712
PA14_54580,group_1476
PA14_54590,ung
PA14_54600,vanW
PA14_54610,btr
PA14_54620,mmsA_2
PA14_54630,acrC_1
PA14_54640,crt_4
PA14_54660,menB_2
PA14_54670,group_12300
PA14_54680,group_2714
PA14_54690,group_12304
PA14_54700,yjcS
PA14_54710,hdfR_7
PA14_54720,group_1479
PA14_54730,group_11911
PA14_54740,group_5506
PA14_54750,group_6993
PA14_54760,group_2716
PA14_54770,group_2717
PA14_54790,group_1480
PA14_54800,rsuA
PA14_54810,group_12165
PA14_54820,group_11009
PA14_54830,rhlA_2
PA14_54850,group_3494
PA14_54860,group_3493
PA14_54870,group_7090
PA14_54880,cysE_1
PA14_54890,group_7089
PA14_54900,group_7088
PA14_54910,pikAV_2
PA14_54920,group_3491
PA14_54930,mbtB
PA14_54940,group_7086
PA14_54950,group_7085
PA14_54960,group_3489
PA14_54970,group_7084
PA14_54980,irtB_2
PA14_55000,group_7083
PA14_55020,yfiZ
PA14_55030,feuC
PA14_55040,fepC_2
PA14_55050,fyuA_2
PA14_55060,group_206
PA14_55070,group_7079
PA14_55080,xseA_1
PA14_55090,group_8023
PA14_55100,group_491
PA14_55110,group_771
PA14_55117,group_250
PA14_55130,gloA_2
PA14_55140,lsrG_2
PA14_55150,gltR_3
PA14_55160,toxR
PA14_55170,cat
PA14_55180,arnC_2
PA14_55200,aam_1
PA14_55220,proP_1
PA14_55230,group_10224
PA14_55240,group_12557
PA14_55250,group_10774
PA14_55260,group_2730
PA14_55280,surA_3
PA14_55290,group_12531
PA14_55300,group_1491
PA14_55320,group_10027
PA14_55330,group_2732
PA14_55340,exbD_3
PA14_55360,tolQ_4
PA14_55380,group_10533
PA14_55390,group_1492
PA14_55400,group_334
PA14_55410,phoA2
PA14_55430,epsF_3
PA14_55440,hxcR
PA14_55450,gspD
PA14_55460,group_1493
PA14_55470,group_1494
PA14_55480,xcpX_2
PA14_55490,xcpT_3
PA14_55500,group_11620
PA14_55510,group_1495
PA14_55520,group_2734
PA14_55530,group_2735
PA14_55540,group_2736
PA14_55550,group_2737
PA14_55560,group_11611
PA14_55570,group_12621
PA14_55580,pigA
PA14_55590,sulA_2
PA14_55600,imuB
PA14_55610,dnaE2
PA14_55640,sbcD
PA14_55650,smc_2
PA14_55660,recD
PA14_55670,recB
PA14_55690,recC
PA14_55710,group_10630
PA14_55720,group_12302
PA14_55730,nimR_11
PA14_55740,srpC
PA14_55750,group_2740
PA14_55760,group_2741
PA14_55770,pitA_2
PA14_55780,rcsC_13
PA14_55790,group_2742
PA14_55800,group_2743
PA14_55810,rssB_4
PA14_55820,group_12367
PA14_55840,group_2745
PA14_55850,group_2746
PA14_55860,group_9259
PA14_55880,group_12119
PA14_55890,group_11335
PA14_55900,group_10215
PA14_55920,sctC_3
PA14_55930,group_12529
PA14_55940,group_772
PA14_55960,pctC
PA14_55980,group_4395
PA14_56000,pctA
PA14_56010,pctB
PA14_56030,pimC
PA14_56040,group_2748
PA14_56050,group_11800
PA14_56060,purU_1
PA14_56070,group_9564
PA14_56080,sbcB
PA14_56090,group_10251
PA14_56100,group_2750
PA14_56110,group_10255
PA14_56130,group_11899
PA14_56140,group_12590
PA14_56160,group_10222
PA14_56170,group_10515
PA14_56180,group_1500
PA14_56190,group_4398
PA14_56200,group_12732
PA14_56210,group_12457
PA14_56220,uspE_2
PA14_56240,pykA
PA14_56250,paaF_4
PA14_56260,ndoR
PA14_56280,group_11792
PA14_56300,fumA
PA14_56340,mntH_2
PA14_56360,group_10142
PA14_56370,yhbO
PA14_56380,group_11699
PA14_56390,group_11286
PA14_56410,ywiE_1
PA14_56420,group_9449
PA14_56430,group_9619
PA14_56450,aam_2
PA14_56470,proP_2
PA14_56480,hipO_2
PA14_56510,group_10519
PA14_56520,group_10035
PA14_56530,group_2755
PA14_56540,group_11851
PA14_56550,group_11596
PA14_56560,group_9385
PA14_56570,group_12475
PA14_56590,group_10549
PA14_56600,acpH
PA14_56620,group_10953
PA14_56640,ydhP_2
PA14_56660,nemA_3
PA14_56670,feoC
PA14_56680,feoB
PA14_56690,feoA
PA14_56700,group_2756
PA14_56720,oleD
PA14_56730,group_11897
PA14_56740,argP_5
PA14_56750,group_12654
PA14_56770,argO
PA14_56780,sodB_1
PA14_56790,group_1502
PA14_56800,group_9902
PA14_56810,lemA_2
PA14_56830,group_11112
PA14_56840,group_11279
PA14_56850,group_11443
PA14_56870,group_11962
PA14_56880,mexA_2
PA14_56890,acrB_2
PA14_56900,pncB2_1
PA14_56910,group_2758
PA14_56920,inaA_1
PA14_56930,group_2759
PA14_56940,sasA_13
PA14_56950,czcR_3
PA14_56960,group_12636
PA14_56970,group_1504
PA14_56980,crcB
PA14_56990,group_2760
PA14_57010,groL
PA14_57020,groS
PA14_57030,group_2761
PA14_57040,group_9797
PA14_57050,fabG_9
PA14_57060,group_2762
PA14_57070,group_1505
PA14_57080,ogt_2
PA14_57100,group_10856
PA14_57110,mscS_1
PA14_57130,group_11930
PA14_57140,cheB_3
PA14_57160,panE
PA14_57170,sasA_14
PA14_57180,cobO
PA14_57190,thiE_2
PA14_57200,yfcF
PA14_57210,argJ
PA14_57220,secA
PA14_57240,group_11701
PA14_57250,group_2764
PA14_57260,lpxC
PA14_57275,ftsZ
PA14_57290,ftsA_1
PA14_57300,ftsQ
PA14_57320,ddl_2
PA14_57330,murC
PA14_57340,murG
PA14_57360,ftsW
PA14_57370,murD
PA14_57380,mraY
PA14_57390,murF
PA14_57410,murE
PA14_57425,ftsI
PA14_57440,ftsL
PA14_57450,rsmH
PA14_57460,mraZ
PA14_57470,rsmI
PA14_57480,lpoA
PA14_57490,group_2767
PA14_57500,gmhA
PA14_57510,group_1514
PA14_57520,sspB
PA14_57530,sspA_2
PA14_57540,petC
PA14_57560,petB
PA14_57570,petA
PA14_57580,rpsI
PA14_57590,rplM
PA14_57600,tas
PA14_57630,cdhR_4
PA14_57640,group_10149
PA14_57650,zapE_2
PA14_57670,group_10239
PA14_57680,group_776
PA14_57690,group_11284
PA14_57710,cysNC
PA14_57720,cysD
PA14_57730,mltB_2
PA14_57740,group_11745
PA14_57760,degS
PA14_57770,hisC_4
PA14_57780,hisD
PA14_57800,hisG
PA14_57810,murA
PA14_57820,ibaG
PA14_57830,group_10185
PA14_57840,mlaC
PA14_57850,mlaD
PA14_57870,mlaE
PA14_57880,mlaF
PA14_57890,kdsD
PA14_57900,kdsC
PA14_57910,lptC
PA14_57920,lptA
PA14_57930,lptB_2
PA14_57940,rpoN
PA14_57950,hpf
PA14_57960,ptsN
PA14_57970,rapZ
PA14_57980,ptsH
PA14_57990,zupT
PA14_58000,sodB_2
PA14_58010,group_10088
PA14_58030,fumC_2
PA14_58040,group_10941
PA14_58050,pmbA
PA14_58060,group_2772
PA14_58070,tldD
PA14_58080,nit1
